Row,Parent Feature Summary,Original Work Alignment,Original Work Category,Story Summary,Original Classification,WAF Run/Change,WAF Color,WAF Category,WAF Sub-Category,Confidence,Classification Rationale
369,Migrated Delivery,Orange,Enablers,Address technical debt introduced during migration to unblock dependent teams,,Change,ORANGE,Enterprise Strategic Priority,Migration transformation,MEDIUM,Migrated + Orange → Enterprise Strategic
370,Security & Vulnerability Management,Red,Continuous Improvement,Remediate identified vulnerabilities in shared services to drive continuous improvement,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + Red + regulatory → Regulatory Operational
371,Migrated Delivery,Yellow,Continuous Improvement,Address technical debt introduced during migration to drive continuous improvement,,Change,YELLOW,Top Divisional Priority,Migration completion,MEDIUM,Migrated + Yellow + improvement → Divisional Priority
372,Security & Vulnerability Management,Red,Business Functionality,Update security scanning rules and suppression logic to enable required business functionality,,Run,GRAY,KTLO (Keep the Lights On),Security operations,MEDIUM,Security + Red (high-priority operational) → KTLO
373,Acquisitions ART Production Support,Yellow,Production Support,Stabilize acquisition-related batch processing to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Batch operations,HIGH,Production Support work category → KTLO
374,SRE Delivery: Chaos Engineering,Orange,Maintenance,Improve resilience testing coverage for critical workloads as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
375,Security & Vulnerability Management,Black,Production Support,Remediate identified vulnerabilities in shared services to support production operations,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Production Support + Security + regulatory keywords → Regulatory Operational
376,Continuous Improvement Feature,Black,Business Functionality,Refactor pipeline components to reduce operational overhead to enable required business functionality,,Run,BLACK,Technical Maintenance,Tech debt reduction,MEDIUM,CI Feature + Black → Technical Maintenance
377,SRE Delivery: Chaos Engineering,Yellow,Continuous Improvement,Improve resilience testing coverage for critical workloads to drive continuous improvement,,Change,YELLOW,Top Divisional Priority,SRE initiative,MEDIUM,SRE + Yellow → Divisional Priority
378,Migrated Delivery,Red,Continuous Improvement,Stabilize workloads following platform migration to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Post-migration stabilization,MEDIUM,Migrated + Red → KTLO
379,Security & Vulnerability Management,Black,Continuous Improvement,Harden service configurations based on security findings to drive continuous improvement,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Black → Technical Maintenance
380,Continuous Improvement Feature,Yellow,Enablers,Refactor pipeline components to reduce operational overhead to unblock dependent teams,,Change,YELLOW,Top Divisional Priority,CI initiative,MEDIUM,CI Feature + Yellow → Divisional Priority
381,SRE Delivery: Chaos Engineering,Black,Production Support,Refine chaos experiment execution and rollback mechanisms to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
382,Migrated Delivery,Black,Maintenance,Resolve post-migration defects impacting service delivery as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
383,Continuous Improvement Feature,Red,Production Support,Refactor pipeline components to reduce operational overhead to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
384,Acquisitions ART Production Support,Orange,Continuous Improvement,Address production support gaps impacting acquisition flows to drive continuous improvement,,Change,ORANGE,Enterprise Strategic Priority,Acquisition integration,MEDIUM,Acquisitions + Orange → Enterprise Strategic
385,Security & Vulnerability Management,Black,Business Functionality,Harden service configurations based on security findings to enable required business functionality,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Black → Technical Maintenance
386,Security & Vulnerability Management,Black,Continuous Improvement,Update security scanning rules and suppression logic to drive continuous improvement,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Black → Technical Maintenance
387,Security & Vulnerability Management,Green,Business Functionality,Remediate identified vulnerabilities in shared services to enable required business functionality,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
388,Security & Vulnerability Management,Yellow,Enablers,Remediate identified vulnerabilities in shared services to unblock dependent teams,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
389,SRE Delivery: Chaos Engineering,Black,Maintenance,Refine chaos experiment execution and rollback mechanisms as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
390,Acquisitions ART Production Support,Black,Production Support,Address production support gaps impacting acquisition flows to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
391,Continuous Improvement Feature,Green,Maintenance,Refactor pipeline components to reduce operational overhead as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Tech debt reduction,HIGH,Pre-classified as Technical Maintenance
392,Acquisitions ART Production Support,Yellow,Maintenance,Stabilize acquisition-related batch processing as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
393,Continuous Improvement Feature,Red,Continuous Improvement,Refactor pipeline components to reduce operational overhead to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Operational improvement,MEDIUM,CI Feature + Red → KTLO (urgent operational)
394,Continuous Improvement Feature,Yellow,Maintenance,Refactor pipeline components to reduce operational overhead as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Tech debt reduction,HIGH,Pre-classified as Technical Maintenance
395,Migrated Delivery,Black,Business Functionality,Address technical debt introduced during migration to enable required business functionality,,Run,BLACK,Technical Maintenance,Tech debt reduction,HIGH,Migrated + Black → Technical Maintenance
396,Continuous Improvement Feature,Green,Enablers,Refactor pipeline components to reduce operational overhead to unblock dependent teams,,Change,GREEN,Other Blocked Priority,Incremental improvements,MEDIUM,CI Feature + Green → Other Blocked Priority
397,Security & Vulnerability Management,Black,Enablers,Update security scanning rules and suppression logic to unblock dependent teams,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Black → Technical Maintenance
398,Continuous Improvement Feature,Yellow,Continuous Improvement,Optimize deployment workflows for improved reliability to drive continuous improvement,,Change,YELLOW,Top Divisional Priority,CI initiative,MEDIUM,CI Feature + Yellow → Divisional Priority
399,SRE Delivery: Chaos Engineering,Orange,Maintenance,Stabilize fault injection scenarios for distributed services as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
400,Security & Vulnerability Management,Red,Maintenance,Harden service configurations based on security findings as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Security hardening,HIGH,Pre-classified as Technical Maintenance
401,Continuous Improvement Feature,Green,Enablers,Refactor pipeline components to reduce operational overhead to unblock dependent teams,,Change,GREEN,Other Blocked Priority,Incremental improvements,MEDIUM,CI Feature + Green → Other Blocked Priority
402,Security & Vulnerability Management,Red,Production Support,Harden service configurations based on security findings to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Security operations,HIGH,Production Support work category → KTLO
403,Acquisitions ART Production Support,Green,Maintenance,Resolve operational issues affecting downstream integrations as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
404,Migrated Delivery,Orange,Production Support,Stabilize workloads following platform migration to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
